"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.process_id","Input.process_name","Input.step_1","Input.step_2","Input.step_3","Input.step_4","Input.step_5","Input.step_6","Input.step_7","Answer.7_0_missing","Answer.7_0_missing_position.label","Answer.7_10_missing","Answer.7_10_missing_position.label","Answer.7_11_missing","Answer.7_11_missing_position.label","Answer.7_12_missing","Answer.7_12_missing_position.label","Answer.7_13_missing","Answer.7_13_missing_position.label","Answer.7_14_missing","Answer.7_14_missing_position.label","Answer.7_15_missing","Answer.7_15_missing_position.label","Answer.7_16_missing","Answer.7_16_missing_position.label","Answer.7_17_missing","Answer.7_17_missing_position.label","Answer.7_18_missing","Answer.7_18_missing_position.label","Answer.7_19_missing","Answer.7_19_missing_position.label","Answer.7_1_missing","Answer.7_1_missing_position.label","Answer.7_20_missing","Answer.7_20_missing_position.label","Answer.7_21_missing","Answer.7_21_missing_position.label","Answer.7_22_missing","Answer.7_22_missing_position.label","Answer.7_23_missing","Answer.7_23_missing_position.label","Answer.7_24_missing","Answer.7_24_missing_position.label","Answer.7_25_missing","Answer.7_25_missing_position.label","Answer.7_26_missing","Answer.7_26_missing_position.label","Answer.7_27_missing","Answer.7_27_missing_position.label","Answer.7_28_missing","Answer.7_28_missing_position.label","Answer.7_29_missing","Answer.7_29_missing_position.label","Answer.7_2_missing","Answer.7_2_missing_position.label","Answer.7_30_missing","Answer.7_30_missing_position.label","Answer.7_31_missing","Answer.7_31_missing_position.label","Answer.7_32_missing","Answer.7_32_missing_position.label","Answer.7_33_missing","Answer.7_33_missing_position.label","Answer.7_34_missing","Answer.7_34_missing_position.label","Answer.7_35_missing","Answer.7_35_missing_position.label","Answer.7_36_missing","Answer.7_36_missing_position.label","Answer.7_3_missing","Answer.7_3_missing_position.label","Answer.7_4_missing","Answer.7_4_missing_position.label","Answer.7_5_missing","Answer.7_5_missing_position.label","Answer.7_6_missing","Answer.7_6_missing_position.label","Answer.7_7_missing","Answer.7_7_missing_position.label","Answer.7_8_missing","Answer.7_8_missing_position.label","Answer.7_9_missing","Answer.7_9_missing_position.label","Approve","Reject"
"3X878VYTIFKI26BKMBLY9WXH11M7FQ","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","3CCZ6YKWR8LX1C4ILYBAQ0TYFKE59Y","A1Y9ZRLSVHCZCD","Submitted","Mon Aug 16 01:29:04 PDT 2021","Mon Aug 16 01:35:35 PDT 2021","Thu Aug 19 01:35:35 PDT 2021","","","","391","100% (101/101)","100% (101/101)","100% (62/62)","7_0","Bake Eggs - Making Shirred Eggs","Preheat your oven to 425 °F (218 °C)","Grease a muffin tin with a light coat of cooking spray","Crack 1 egg into each muffin tin or ramekin","Pour 1 to 2 teaspoons of heavy cream over each egg"," Season the eggs with salt, pepper, and grated cheese, if desired","Bake the eggs for 7 to 12 minutes","Serve the eggs as soon as you take them out of the oven","NO","Between Step 3 and Step 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3X878VYTIFKI26BKMBLY9WXH11M7FQ","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","3YMU66OBIOAOWFBL06IT7EIBO5UGH9","A2T69U2VBQLW3Y","Submitted","Mon Aug 16 01:07:24 PDT 2021","Mon Aug 16 01:15:39 PDT 2021","Thu Aug 19 01:15:39 PDT 2021","","","","495","100% (92/92)","100% (92/92)","100% (46/46)","7_0","Bake Eggs - Making Shirred Eggs","Preheat your oven to 425 °F (218 °C)","Grease a muffin tin with a light coat of cooking spray","Crack 1 egg into each muffin tin or ramekin","Pour 1 to 2 teaspoons of heavy cream over each egg"," Season the eggs with salt, pepper, and grated cheese, if desired","Bake the eggs for 7 to 12 minutes","Serve the eggs as soon as you take them out of the oven","NO","Between Step 4 and Step 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3X878VYTIFKI26BKMBLY9WXH11M7FQ","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","3IXEICO793LC4VDAONQW968A5MUT64","A2WMX6GLWV0KC","Submitted","Mon Aug 16 01:33:23 PDT 2021","Mon Aug 16 01:41:17 PDT 2021","Thu Aug 19 01:41:17 PDT 2021","","","","474","100% (80/80)","100% (80/80)","100% (35/35)","7_0","Bake Eggs - Making Shirred Eggs","Preheat your oven to 425 °F (218 °C)","Grease a muffin tin with a light coat of cooking spray","Crack 1 egg into each muffin tin or ramekin","Pour 1 to 2 teaspoons of heavy cream over each egg"," Season the eggs with salt, pepper, and grated cheese, if desired","Bake the eggs for 7 to 12 minutes","Serve the eggs as soon as you take them out of the oven","NO","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3X878VYTIFKI26BKMBLY9WXH11M7FQ","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","3WJEQKOXA94CIDD4CHNYJ5R19LGA1N","AK3KLLEOPQWDU","Submitted","Mon Aug 16 00:47:32 PDT 2021","Mon Aug 16 00:58:14 PDT 2021","Thu Aug 19 00:58:14 PDT 2021","","","","642","100% (104/104)","100% (104/104)","100% (55/55)","7_0","Bake Eggs - Making Shirred Eggs","Preheat your oven to 425 °F (218 °C)","Grease a muffin tin with a light coat of cooking spray","Crack 1 egg into each muffin tin or ramekin","Pour 1 to 2 teaspoons of heavy cream over each egg"," Season the eggs with salt, pepper, and grated cheese, if desired","Bake the eggs for 7 to 12 minutes","Serve the eggs as soon as you take them out of the oven","no","Between Step 3 and Step 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3X878VYTIFKI26BKMBLY9WXH11M7FQ","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","3XXU1SWE8NXCBOSMGYJY508R4TEA0O","AUGB87RX972IH","Submitted","Mon Aug 16 01:02:17 PDT 2021","Mon Aug 16 01:12:29 PDT 2021","Thu Aug 19 01:12:29 PDT 2021","","","","612","100% (81/81)","100% (78/78)","100% (49/49)","7_0","Bake Eggs - Making Shirred Eggs","Preheat your oven to 425 °F (218 °C)","Grease a muffin tin with a light coat of cooking spray","Crack 1 egg into each muffin tin or ramekin","Pour 1 to 2 teaspoons of heavy cream over each egg"," Season the eggs with salt, pepper, and grated cheese, if desired","Bake the eggs for 7 to 12 minutes","Serve the eggs as soon as you take them out of the oven","no","Between Step 2 and Step 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KQC8JMJGDUKFJ13FP68Z0XECEDH3T","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","33JKGHPFYDWGYLTIE7B1P3Z463BNMT","A1JIYVK0WFBIJU","Submitted","Mon Aug 16 00:52:47 PDT 2021","Mon Aug 16 01:42:45 PDT 2021","Thu Aug 19 01:42:45 PDT 2021","","","","2998","0% (0/0)","0% (0/0)","0% (0/0)","7_1","Write a Hypothesis for an Essay - Composing the Hypothesis","Begin by organizing your research","Look at previous studies that focus on what you want to do","Determine what part of the experiment you will manipulate"," Based on your research, predict how the experiment will turn out","Write a formal hypothesis","Be as specific as possible","Have someone read over your hypothesis","","","","","","","","","","","","","","","","","","","","","","","NO","Between Step 2 and Step 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KQC8JMJGDUKFJ13FP68Z0XECEDH3T","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","3PH3VY7DJMZ6KM1FLXSITO84EJ1ZWH","A2JT2HHVRCIAV8","Submitted","Mon Aug 16 01:08:58 PDT 2021","Mon Aug 16 01:09:42 PDT 2021","Thu Aug 19 01:09:42 PDT 2021","","","","44","0% (0/0)","0% (0/0)","0% (0/0)","7_1","Write a Hypothesis for an Essay - Composing the Hypothesis","Begin by organizing your research","Look at previous studies that focus on what you want to do","Determine what part of the experiment you will manipulate"," Based on your research, predict how the experiment will turn out","Write a formal hypothesis","Be as specific as possible","Have someone read over your hypothesis","","","","","","","","","","","","","","","","","","","","","","","Receive some feedback and see if it can help improve the work.","After Step 7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KQC8JMJGDUKFJ13FP68Z0XECEDH3T","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","3IUZPWIU1P9BVR2TLWP869KRAALWKP","A2T69U2VBQLW3Y","Submitted","Mon Aug 16 00:57:30 PDT 2021","Mon Aug 16 00:59:39 PDT 2021","Thu Aug 19 00:59:39 PDT 2021","","","","129","100% (92/92)","100% (92/92)","100% (46/46)","7_1","Write a Hypothesis for an Essay - Composing the Hypothesis","Begin by organizing your research","Look at previous studies that focus on what you want to do","Determine what part of the experiment you will manipulate"," Based on your research, predict how the experiment will turn out","Write a formal hypothesis","Be as specific as possible","Have someone read over your hypothesis","","","","","","","","","","","","","","","","","","","","","","","NO","Between Step 3 and Step 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KQC8JMJGDUKFJ13FP68Z0XECEDH3T","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","3OONKJ5DKDL2XFPXOXL5QCOFKEIOBQ","A2ZJAQE1IFJRZF","Submitted","Mon Aug 16 01:15:53 PDT 2021","Mon Aug 16 01:16:36 PDT 2021","Thu Aug 19 01:16:36 PDT 2021","","","","43","100% (40/40)","100% (40/40)","0% (0/0)","7_1","Write a Hypothesis for an Essay - Composing the Hypothesis","Begin by organizing your research","Look at previous studies that focus on what you want to do","Determine what part of the experiment you will manipulate"," Based on your research, predict how the experiment will turn out","Write a formal hypothesis","Be as specific as possible","Have someone read over your hypothesis","","","","","","","","","","","","","","","","","","","","","","","NO","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KQC8JMJGDUKFJ13FP68Z0XECEDH3T","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:13:24 PDT 2021","5","BatchId:4531898;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:13:24 PDT 2021","","","3U5NZHP4LS4U9S4K3P8G1NW3PWGHPD","AUGB87RX972IH","Submitted","Mon Aug 16 01:01:45 PDT 2021","Mon Aug 16 01:11:45 PDT 2021","Thu Aug 19 01:11:45 PDT 2021","","","","600","100% (81/81)","100% (78/78)","100% (49/49)","7_1","Write a Hypothesis for an Essay - Composing the Hypothesis","Begin by organizing your research","Look at previous studies that focus on what you want to do","Determine what part of the experiment you will manipulate"," Based on your research, predict how the experiment will turn out","Write a formal hypothesis","Be as specific as possible","Have someone read over your hypothesis","","","","","","","","","","","","","","","","","","","","","","","no","Between Step 4 and Step 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
