"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.process_id","Input.process_name","Input.step_1","Input.step_2","Input.step_3","Input.step_4","Input.step_5","Answer.5_0_missing","Answer.5_0_missing_position.label","Answer.5_10_missing","Answer.5_10_missing_position.label","Answer.5_11_missing","Answer.5_11_missing_position.label","Answer.5_12_missing","Answer.5_12_missing_position.label","Answer.5_13_missing","Answer.5_13_missing_position.label","Answer.5_14_missing","Answer.5_14_missing_position.label","Answer.5_15_missing","Answer.5_15_missing_position.label","Answer.5_16_missing","Answer.5_16_missing_position.label","Answer.5_17_missing","Answer.5_17_missing_position.label","Answer.5_18_missing","Answer.5_18_missing_position.label","Answer.5_19_missing","Answer.5_19_missing_position.label","Answer.5_1_missing","Answer.5_1_missing_position.label","Answer.5_20_missing","Answer.5_20_missing_position.label","Answer.5_21_missing","Answer.5_21_missing_position.label","Answer.5_22_missing","Answer.5_22_missing_position.label","Answer.5_23_missing","Answer.5_23_missing_position.label","Answer.5_24_missing","Answer.5_24_missing_position.label","Answer.5_25_missing","Answer.5_25_missing_position.label","Answer.5_26_missing","Answer.5_26_missing_position.label","Answer.5_27_missing","Answer.5_27_missing_position.label","Answer.5_28_missing","Answer.5_28_missing_position.label","Answer.5_29_missing","Answer.5_29_missing_position.label","Answer.5_2_missing","Answer.5_2_missing_position.label","Answer.5_30_missing","Answer.5_30_missing_position.label","Answer.5_31_missing","Answer.5_31_missing_position.label","Answer.5_32_missing","Answer.5_32_missing_position.label","Answer.5_33_missing","Answer.5_33_missing_position.label","Answer.5_34_missing","Answer.5_34_missing_position.label","Answer.5_35_missing","Answer.5_35_missing_position.label","Answer.5_36_missing","Answer.5_36_missing_position.label","Answer.5_37_missing","Answer.5_37_missing_position.label","Answer.5_38_missing","Answer.5_38_missing_position.label","Answer.5_39_missing","Answer.5_39_missing_position.label","Answer.5_3_missing","Answer.5_3_missing_position.label","Answer.5_40_missing","Answer.5_40_missing_position.label","Answer.5_41_missing","Answer.5_41_missing_position.label","Answer.5_42_missing","Answer.5_42_missing_position.label","Answer.5_43_missing","Answer.5_43_missing_position.label","Answer.5_44_missing","Answer.5_44_missing_position.label","Answer.5_45_missing","Answer.5_45_missing_position.label","Answer.5_46_missing","Answer.5_46_missing_position.label","Answer.5_47_missing","Answer.5_47_missing_position.label","Answer.5_48_missing","Answer.5_48_missing_position.label","Answer.5_49_missing","Answer.5_49_missing_position.label","Answer.5_4_missing","Answer.5_4_missing_position.label","Answer.5_50_missing","Answer.5_50_missing_position.label","Answer.5_51_missing","Answer.5_51_missing_position.label","Answer.5_52_missing","Answer.5_52_missing_position.label","Answer.5_53_missing","Answer.5_53_missing_position.label","Answer.5_54_missing","Answer.5_54_missing_position.label","Answer.5_55_missing","Answer.5_55_missing_position.label","Answer.5_56_missing","Answer.5_56_missing_position.label","Answer.5_57_missing","Answer.5_57_missing_position.label","Answer.5_58_missing","Answer.5_58_missing_position.label","Answer.5_59_missing","Answer.5_59_missing_position.label","Answer.5_5_missing","Answer.5_5_missing_position.label","Answer.5_60_missing","Answer.5_60_missing_position.label","Answer.5_61_missing","Answer.5_61_missing_position.label","Answer.5_62_missing","Answer.5_62_missing_position.label","Answer.5_63_missing","Answer.5_63_missing_position.label","Answer.5_64_missing","Answer.5_64_missing_position.label","Answer.5_65_missing","Answer.5_65_missing_position.label","Answer.5_66_missing","Answer.5_66_missing_position.label","Answer.5_67_missing","Answer.5_67_missing_position.label","Answer.5_68_missing","Answer.5_68_missing_position.label","Answer.5_69_missing","Answer.5_69_missing_position.label","Answer.5_6_missing","Answer.5_6_missing_position.label","Answer.5_70_missing","Answer.5_70_missing_position.label","Answer.5_71_missing","Answer.5_71_missing_position.label","Answer.5_72_missing","Answer.5_72_missing_position.label","Answer.5_73_missing","Answer.5_73_missing_position.label","Answer.5_74_missing","Answer.5_74_missing_position.label","Answer.5_75_missing","Answer.5_75_missing_position.label","Answer.5_76_missing","Answer.5_76_missing_position.label","Answer.5_7_missing","Answer.5_7_missing_position.label","Answer.5_8_missing","Answer.5_8_missing_position.label","Answer.5_9_missing","Answer.5_9_missing_position.label","Approve","Reject"
"3NKW03WTLN9UJA2U8Z44DB0C1U3WQA","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","3RXPCZQMQQDDS4Q7YHF8FR247GW1GT","A1Y61KE0P56FQR","Submitted","Mon Aug 16 00:57:34 PDT 2021","Mon Aug 16 01:05:34 PDT 2021","Thu Aug 19 01:05:34 PDT 2021","","","","480","100% (98/98)","100% (98/98)","100% (46/46)","5_0","Get Married in Oregon - Planning a Wedding Ceremony","Decide on the type of ceremony","Choose a season","Hire wedding vendors","Confirm the date with vendors and officiants","Make final payments","no","Between Step 3 and Step 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NKW03WTLN9UJA2U8Z44DB0C1U3WQA","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","3QXNC7EIPJXY65IHOS5Y95X7YC4099","A3QQ01RXI1U44L","Submitted","Mon Aug 16 01:30:22 PDT 2021","Mon Aug 16 01:30:43 PDT 2021","Thu Aug 19 01:30:43 PDT 2021","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","5_0","Get Married in Oregon - Planning a Wedding Ceremony","Decide on the type of ceremony","Choose a season","Hire wedding vendors","Confirm the date with vendors and officiants","Make final payments","NO","Between Step 2 and Step 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NKW03WTLN9UJA2U8Z44DB0C1U3WQA","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","32M8BPYGAUOOSAM56O0E7QJQOI5IG0","A3TW2D19QXDFBT","Submitted","Mon Aug 16 00:52:07 PDT 2021","Mon Aug 16 01:02:42 PDT 2021","Thu Aug 19 01:02:42 PDT 2021","","","","635","0% (0/0)","0% (0/0)","0% (0/0)","5_0","Get Married in Oregon - Planning a Wedding Ceremony","Decide on the type of ceremony","Choose a season","Hire wedding vendors","Confirm the date with vendors and officiants","Make final payments","no","Between Step 1 and Step 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NKW03WTLN9UJA2U8Z44DB0C1U3WQA","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","34PGFRQONPDGK7WB3BPW5UKEVLJWJO","AJC2C0HUFP7J4","Submitted","Mon Aug 16 00:50:08 PDT 2021","Mon Aug 16 00:57:06 PDT 2021","Thu Aug 19 00:57:06 PDT 2021","","","","418","100% (63/63)","100% (63/63)","100% (43/43)","5_0","Get Married in Oregon - Planning a Wedding Ceremony","Decide on the type of ceremony","Choose a season","Hire wedding vendors","Confirm the date with vendors and officiants","Make final payments","no","Between Step 3 and Step 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NKW03WTLN9UJA2U8Z44DB0C1U3WQA","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","3PIWWX1FJK8UENWCWC6HG4Q6TPBJJH","AUGB87RX972IH","Submitted","Mon Aug 16 00:50:27 PDT 2021","Mon Aug 16 01:02:16 PDT 2021","Thu Aug 19 01:02:16 PDT 2021","","","","709","100% (81/81)","100% (78/78)","100% (49/49)","5_0","Get Married in Oregon - Planning a Wedding Ceremony","Decide on the type of ceremony","Choose a season","Hire wedding vendors","Confirm the date with vendors and officiants","Make final payments","NO","Between Step 2 and Step 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KWGG5KP6K4UKXYXZFXMK894ZDPCMV","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","3PS7W85Z804ZMEF8MUT8TGZCVMV9TM","A1Y9ZRLSVHCZCD","Submitted","Mon Aug 16 01:09:09 PDT 2021","Mon Aug 16 01:17:05 PDT 2021","Thu Aug 19 01:17:05 PDT 2021","","","","476","100% (101/101)","100% (101/101)","100% (62/62)","5_1","Train Puggles - House-Training Your Puggle","Begin training your puggle right away","Put your puggle on a training schedule","Clean up any accidents right away","Prepare a crate for your puggle","Teach your dog to use the crate","","","","","","","","","","","","","","","","","","","","","","","NO","Between Step 3 and Step 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KWGG5KP6K4UKXYXZFXMK894ZDPCMV","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","3OONKJ5DKDL2XFPXOXL5QCOFKEAOBI","A2IVIAT2FWPQHM","Submitted","Mon Aug 16 00:45:06 PDT 2021","Mon Aug 16 00:53:26 PDT 2021","Thu Aug 19 00:53:26 PDT 2021","","","","500","100% (66/66)","100% (63/63)","100% (44/44)","5_1","Train Puggles - House-Training Your Puggle","Begin training your puggle right away","Put your puggle on a training schedule","Clean up any accidents right away","Prepare a crate for your puggle","Teach your dog to use the crate","","","","","","","","","","","","","","","","","","","","","","","no","Between Step 1 and Step 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KWGG5KP6K4UKXYXZFXMK894ZDPCMV","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","39L1G8WVWRTCYSEJ328OWXDV3BM31I","AJ43O59MBI55L","Submitted","Mon Aug 16 00:19:34 PDT 2021","Mon Aug 16 00:21:10 PDT 2021","Thu Aug 19 00:21:10 PDT 2021","","","","96","100% (16/16)","0% (0/0)","0% (0/0)","5_1","Train Puggles - House-Training Your Puggle","Begin training your puggle right away","Put your puggle on a training schedule","Clean up any accidents right away","Prepare a crate for your puggle","Teach your dog to use the crate","","","","","","","","","","","","","","","","","","","","","","","remove step 3","Between Step 2 and Step 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KWGG5KP6K4UKXYXZFXMK894ZDPCMV","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","3I7DHKZYGO262MVVOKB20WF9IIA5FR","APEB5ERGCYP6D","Submitted","Mon Aug 16 01:30:30 PDT 2021","Mon Aug 16 01:37:33 PDT 2021","Thu Aug 19 01:37:33 PDT 2021","","","","423","100% (132/132)","0% (0/0)","0% (0/0)","5_1","Train Puggles - House-Training Your Puggle","Begin training your puggle right away","Put your puggle on a training schedule","Clean up any accidents right away","Prepare a crate for your puggle","Teach your dog to use the crate","","","","","","","","","","","","","","","","","","","","","","","NO","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KWGG5KP6K4UKXYXZFXMK894ZDPCMV","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:12:36 PDT 2021","5","BatchId:4531896;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:12:36 PDT 2021","","","3LRKMWOKB6JK86387D3B5HSFAC0Z2T","AUGB87RX972IH","Submitted","Mon Aug 16 00:45:18 PDT 2021","Mon Aug 16 00:50:07 PDT 2021","Thu Aug 19 00:50:07 PDT 2021","","","","289","100% (81/81)","100% (78/78)","100% (49/49)","5_1","Train Puggles - House-Training Your Puggle","Begin training your puggle right away","Put your puggle on a training schedule","Clean up any accidents right away","Prepare a crate for your puggle","Teach your dog to use the crate","","","","","","","","","","","","","","","","","","","","","","","NO","Between Step 3 and Step 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
