"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.process_id","Input.process_name","Input.step_1","Input.step_10","Input.step_2","Input.step_3","Input.step_4","Input.step_5","Input.step_6","Input.step_7","Input.step_8","Input.step_9","Answer.10_0_missing","Answer.10_0_missing_position.label","Answer.10_10_missing","Answer.10_10_missing_position.label","Answer.10_11_missing","Answer.10_11_missing_position.label","Answer.10_12_missing","Answer.10_12_missing_position.label","Answer.10_13_missing","Answer.10_13_missing_position.label","Answer.10_14_missing","Answer.10_14_missing_position.label","Answer.10_1_missing","Answer.10_1_missing_position.label","Answer.10_2_missing","Answer.10_2_missing_position.label","Answer.10_3_missing","Answer.10_3_missing_position.label","Answer.10_4_missing","Answer.10_4_missing_position.label","Answer.10_5_missing","Answer.10_5_missing_position.label","Answer.10_6_missing","Answer.10_6_missing_position.label","Answer.10_7_missing","Answer.10_7_missing_position.label","Answer.10_8_missing","Answer.10_8_missing_position.label","Answer.10_9_missing","Answer.10_9_missing_position.label","Approve","Reject"
"3I7SHAD35NYO8G318YPB4MHQY2Y7MX","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","3B4YI393VAYGCTYS60O9068GLR1SSM","A1JIYVK0WFBIJU","Submitted","Mon Aug 16 00:52:48 PDT 2021","Mon Aug 16 01:43:07 PDT 2021","Thu Aug 19 01:43:07 PDT 2021","","","","3019","0% (0/0)","0% (0/0)","0% (0/0)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","NO","Between Step 5 and Step 6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3I7SHAD35NYO8G318YPB4MHQY2Y7MX","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","3FIUS151DW4AWJGAG00BME6A95JGGC","A1Y61KE0P56FQR","Submitted","Mon Aug 16 01:13:49 PDT 2021","Mon Aug 16 01:24:33 PDT 2021","Thu Aug 19 01:24:33 PDT 2021","","","","644","100% (98/98)","100% (98/98)","100% (46/46)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","no","Between Step 3 and Step 4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3I7SHAD35NYO8G318YPB4MHQY2Y7MX","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","3M81GAB8A1L5IR2D3AD9FHJFZFUBQF","A1Y9ZRLSVHCZCD","Submitted","Mon Aug 16 00:50:44 PDT 2021","Mon Aug 16 00:57:33 PDT 2021","Thu Aug 19 00:57:33 PDT 2021","","","","409","100% (101/101)","100% (101/101)","100% (62/62)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","NO","Between Step 6 and Step 7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3I7SHAD35NYO8G318YPB4MHQY2Y7MX","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","3Q5ZZ9ZEVPHXN7L8G65WQ4YNVDL85Z","A2T69U2VBQLW3Y","Submitted","Mon Aug 16 00:46:49 PDT 2021","Mon Aug 16 00:54:12 PDT 2021","Thu Aug 19 00:54:12 PDT 2021","","","","443","100% (92/92)","100% (92/92)","100% (46/46)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","NO","Between Step 6 and Step 7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3I7SHAD35NYO8G318YPB4MHQY2Y7MX","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","3G2UL9A02EGP6XG3BKNV4AGSGPY670","AUGB87RX972IH","Submitted","Mon Aug 16 01:15:51 PDT 2021","Mon Aug 16 01:27:02 PDT 2021","Thu Aug 19 01:27:02 PDT 2021","","","","671","100% (81/81)","100% (78/78)","100% (49/49)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","no","Between Step 3 and Step 4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PUV2Q8SV5686Y0E8M2OQYGS8EXDB7","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","31JLPPHS2VWXUKLK946Z8TQ3WNAO36","A1Y61KE0P56FQR","Submitted","Mon Aug 16 02:32:15 PDT 2021","Mon Aug 16 02:38:09 PDT 2021","Thu Aug 19 02:38:09 PDT 2021","","","","354","100% (98/98)","100% (98/98)","100% (46/46)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","no","Between Step 2 and Step 3","","","","","","","","","","","","","","","",""
"3PUV2Q8SV5686Y0E8M2OQYGS8EXDB7","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","3SKRO2GZ72TIUQMQO80NDJUXEXG1KZ","A1Y9ZRLSVHCZCD","Submitted","Mon Aug 16 01:08:37 PDT 2021","Mon Aug 16 01:16:32 PDT 2021","Thu Aug 19 01:16:32 PDT 2021","","","","475","100% (101/101)","100% (101/101)","100% (62/62)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","NO","Between Step 4 and Step 5","","","","","","","","","","","","","","","",""
"3PUV2Q8SV5686Y0E8M2OQYGS8EXDB7","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","3JAOYWH7VJ6B3173DLRH7PPV1959LF","A2IVIAT2FWPQHM","Submitted","Mon Aug 16 00:54:26 PDT 2021","Mon Aug 16 01:21:44 PDT 2021","Thu Aug 19 01:21:44 PDT 2021","","","","1638","100% (66/66)","100% (63/63)","100% (44/44)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","no","Between Step 4 and Step 5","","","","","","","","","","","","","","","",""
"3PUV2Q8SV5686Y0E8M2OQYGS8EXDB7","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","3IX2EGZR7CLBCBFP4HFQIVCX37CJRI","ABPVF7XEC88WF","Submitted","Mon Aug 16 01:20:37 PDT 2021","Mon Aug 16 01:25:40 PDT 2021","Thu Aug 19 01:25:40 PDT 2021","","","","303","100% (46/46)","100% (46/46)","100% (14/14)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","NO","N/A","","","","","","","","","","","","","","","",""
"3PUV2Q8SV5686Y0E8M2OQYGS8EXDB7","3QH037L2CN8MML4WDVCY8REXC5JAWN","Provide the optional step for completing a process","You will be asked to provide a missing optional step of completing a process","commonsense, event","$0.03","Mon Aug 16 00:14:54 PDT 2021","5","BatchId:4531901;OriginalHitTemplateId:920937340;","3600","259200","Mon Aug 23 00:14:54 PDT 2021","","","3O7L7BFSHFRQ8WQE0TAQ7NYEB2PEIE","AUGB87RX972IH","Submitted","Mon Aug 16 00:47:11 PDT 2021","Mon Aug 16 00:57:14 PDT 2021","Thu Aug 19 00:57:14 PDT 2021","","","","603","100% (81/81)","100% (78/78)","100% (49/49)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","NO","Between Step 2 and Step 3","","","","","","","","","","","","","","","",""
