"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.process_id","Input.process_name","Input.step_1","Input.step_10","Input.step_2","Input.step_3","Input.step_4","Input.step_5","Input.step_6","Input.step_7","Input.step_8","Input.step_9","Answer.10_0_familiar.on","Answer.10_0_missing","Answer.10_0_missing_position.label","Answer.10_0_s1","Answer.10_0_s10","Answer.10_0_s2","Answer.10_0_s3","Answer.10_0_s4","Answer.10_0_s5","Answer.10_0_s6","Answer.10_0_s7","Answer.10_0_s8","Answer.10_0_s9","Answer.10_10_familiar.on","Answer.10_10_missing","Answer.10_10_missing_position.label","Answer.10_10_s1","Answer.10_10_s10","Answer.10_10_s2","Answer.10_10_s3","Answer.10_10_s4","Answer.10_10_s5","Answer.10_10_s6","Answer.10_10_s7","Answer.10_10_s8","Answer.10_10_s9","Answer.10_11_familiar.on","Answer.10_11_missing","Answer.10_11_missing_position.label","Answer.10_11_s1","Answer.10_11_s10","Answer.10_11_s2","Answer.10_11_s3","Answer.10_11_s4","Answer.10_11_s5","Answer.10_11_s6","Answer.10_11_s7","Answer.10_11_s8","Answer.10_11_s9","Answer.10_12_familiar.on","Answer.10_12_missing","Answer.10_12_missing_position.label","Answer.10_12_s1","Answer.10_12_s10","Answer.10_12_s2","Answer.10_12_s3","Answer.10_12_s4","Answer.10_12_s5","Answer.10_12_s6","Answer.10_12_s7","Answer.10_12_s8","Answer.10_12_s9","Answer.10_13_familiar.on","Answer.10_13_missing","Answer.10_13_missing_position.label","Answer.10_13_s1","Answer.10_13_s10","Answer.10_13_s2","Answer.10_13_s3","Answer.10_13_s4","Answer.10_13_s5","Answer.10_13_s6","Answer.10_13_s7","Answer.10_13_s8","Answer.10_13_s9","Answer.10_14_familiar.on","Answer.10_14_missing","Answer.10_14_missing_position.label","Answer.10_14_s1","Answer.10_14_s10","Answer.10_14_s2","Answer.10_14_s3","Answer.10_14_s4","Answer.10_14_s5","Answer.10_14_s6","Answer.10_14_s7","Answer.10_14_s8","Answer.10_14_s9","Answer.10_1_familiar.on","Answer.10_1_missing","Answer.10_1_missing_position.label","Answer.10_1_s1","Answer.10_1_s10","Answer.10_1_s2","Answer.10_1_s3","Answer.10_1_s4","Answer.10_1_s5","Answer.10_1_s6","Answer.10_1_s7","Answer.10_1_s8","Answer.10_1_s9","Answer.10_2_familiar.on","Answer.10_2_missing","Answer.10_2_missing_position.label","Answer.10_2_s1","Answer.10_2_s10","Answer.10_2_s2","Answer.10_2_s3","Answer.10_2_s4","Answer.10_2_s5","Answer.10_2_s6","Answer.10_2_s7","Answer.10_2_s8","Answer.10_2_s9","Answer.10_3_familiar.on","Answer.10_3_missing","Answer.10_3_missing_position.label","Answer.10_3_s1","Answer.10_3_s10","Answer.10_3_s2","Answer.10_3_s3","Answer.10_3_s4","Answer.10_3_s5","Answer.10_3_s6","Answer.10_3_s7","Answer.10_3_s8","Answer.10_3_s9","Answer.10_4_familiar.on","Answer.10_4_missing","Answer.10_4_missing_position.label","Answer.10_4_s1","Answer.10_4_s10","Answer.10_4_s2","Answer.10_4_s3","Answer.10_4_s4","Answer.10_4_s5","Answer.10_4_s6","Answer.10_4_s7","Answer.10_4_s8","Answer.10_4_s9","Answer.10_5_familiar.on","Answer.10_5_missing","Answer.10_5_missing_position.label","Answer.10_5_s1","Answer.10_5_s10","Answer.10_5_s2","Answer.10_5_s3","Answer.10_5_s4","Answer.10_5_s5","Answer.10_5_s6","Answer.10_5_s7","Answer.10_5_s8","Answer.10_5_s9","Answer.10_6_familiar.on","Answer.10_6_missing","Answer.10_6_missing_position.label","Answer.10_6_s1","Answer.10_6_s10","Answer.10_6_s2","Answer.10_6_s3","Answer.10_6_s4","Answer.10_6_s5","Answer.10_6_s6","Answer.10_6_s7","Answer.10_6_s8","Answer.10_6_s9","Answer.10_7_familiar.on","Answer.10_7_missing","Answer.10_7_missing_position.label","Answer.10_7_s1","Answer.10_7_s10","Answer.10_7_s2","Answer.10_7_s3","Answer.10_7_s4","Answer.10_7_s5","Answer.10_7_s6","Answer.10_7_s7","Answer.10_7_s8","Answer.10_7_s9","Answer.10_8_familiar.on","Answer.10_8_missing","Answer.10_8_missing_position.label","Answer.10_8_s1","Answer.10_8_s10","Answer.10_8_s2","Answer.10_8_s3","Answer.10_8_s4","Answer.10_8_s5","Answer.10_8_s6","Answer.10_8_s7","Answer.10_8_s8","Answer.10_8_s9","Answer.10_9_familiar.on","Answer.10_9_missing","Answer.10_9_missing_position.label","Answer.10_9_s1","Answer.10_9_s10","Answer.10_9_s2","Answer.10_9_s3","Answer.10_9_s4","Answer.10_9_s5","Answer.10_9_s6","Answer.10_9_s7","Answer.10_9_s8","Answer.10_9_s9","Approve","Reject"
"3IHWR4LC7EF6CBITXOJPQT64QBTI8I","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","31IBVUNM9T1N0GAAUBTF4U98NN6FVS","A2G94HZV0UJEKU","Approved","Mon May 31 13:09:43 PDT 2021","Mon May 31 13:10:12 PDT 2021","Thu Jun 03 13:10:12 PDT 2021","Thu Jun 03 13:11:04 PDT 2021","","","29","100% (9/9)","100% (9/9)","100% (9/9)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","YES","Between Step 7 and Step 8","0","1","1","1","1","1","1","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IHWR4LC7EF6CBITXOJPQT64QBTI8I","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","35H6S234SB2AJT2KNR8Y6Q2WH0S56Z","A2KJCBDSJGEBBD","Approved","Mon May 31 12:41:16 PDT 2021","Mon May 31 13:01:59 PDT 2021","Thu Jun 03 13:01:59 PDT 2021","Thu Jun 03 13:02:06 PDT 2021","","","1243","100% (71/71)","100% (71/71)","100% (71/71)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","GOOD","Between Step 4 and Step 5","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IHWR4LC7EF6CBITXOJPQT64QBTI8I","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","3907X2AHF17QU212K459EJQ1SVY2P8","A1SGEO4RATPQP4","Approved","Mon May 31 13:02:04 PDT 2021","Mon May 31 13:45:39 PDT 2021","Thu Jun 03 13:45:39 PDT 2021","Thu Jun 03 13:46:04 PDT 2021","","","2615","100% (92/92)","100% (91/91)","100% (91/91)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","N/A","N/A","1","1","1","1","1","1","0","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IHWR4LC7EF6CBITXOJPQT64QBTI8I","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","3N2BF7Y2VRWOOP77B9GOKJ28C96MHF","A1X6LZX7XJGTHT","Approved","Mon May 31 13:24:45 PDT 2021","Mon May 31 13:30:24 PDT 2021","Thu Jun 03 13:30:24 PDT 2021","Thu Jun 03 13:31:04 PDT 2021","","","339","100% (86/86)","100% (86/86)","100% (86/86)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","good","Between Step 3 and Step 4","1","0","1","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IHWR4LC7EF6CBITXOJPQT64QBTI8I","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","3QEMNNSB2Y1OR6VIL7V9AGQKPSA7D8","A1Q890R4148O5G","Approved","Mon May 31 12:41:27 PDT 2021","Mon May 31 12:42:11 PDT 2021","Thu Jun 03 12:42:11 PDT 2021","Thu Jun 03 12:43:04 PDT 2021","","","44","100% (485/485)","100% (200/200)","100% (200/200)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","No","Between Step 8 and Step 9","1","1","-1","1","0","0","1","1","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TL87MO8CNRHHR0MQ5M8S1FIUJ0FLA","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","39K0FND3AIH9E2ZT536W3XF4ZE8AMK","A1Q890R4148O5G","Approved","Mon May 31 12:41:38 PDT 2021","Mon May 31 12:41:56 PDT 2021","Thu Jun 03 12:41:56 PDT 2021","Thu Jun 03 12:42:06 PDT 2021","","","18","100% (485/485)","100% (200/200)","100% (200/200)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","No","Between Step 8 and Step 9","-1","1","1","0","-1","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TL87MO8CNRHHR0MQ5M8S1FIUJ0FLA","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","3B3WTRP3DC452FLV3F9CSTQMNRH29E","A3J5K2E5RS1P2P","Approved","Mon May 31 13:05:12 PDT 2021","Mon May 31 13:07:11 PDT 2021","Thu Jun 03 13:07:11 PDT 2021","Thu Jun 03 13:08:04 PDT 2021","","","119","100% (83/83)","100% (83/83)","100% (83/83)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","good","Between Step 4 and Step 5","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TL87MO8CNRHHR0MQ5M8S1FIUJ0FLA","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","3CFVK00FWMNOLI55FEO5NFYT3QVL66","ABV9SGW3AOCTS","Approved","Mon May 31 12:50:28 PDT 2021","Mon May 31 12:50:42 PDT 2021","Thu Jun 03 12:50:42 PDT 2021","Thu Jun 03 12:51:05 PDT 2021","","","14","100% (5/5)","100% (5/5)","100% (5/5)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","good","Between Step 4 and Step 5","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TL87MO8CNRHHR0MQ5M8S1FIUJ0FLA","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","3KGTPGBS6YN3M79Y1Q43OPD00CSU2Y","AWIJMS3JYUGHE","Approved","Mon May 31 13:14:47 PDT 2021","Mon May 31 13:44:30 PDT 2021","Thu Jun 03 13:44:30 PDT 2021","Thu Jun 03 13:45:04 PDT 2021","","","1783","100% (53/53)","100% (53/53)","100% (53/53)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","nice","Between Step 6 and Step 7","2","1","1","2","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TL87MO8CNRHHR0MQ5M8S1FIUJ0FLA","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Mon May 31 12:40:57 PDT 2021","5","BatchId:4461192;OriginalHitTemplateId:920937340;","3600","259200","Mon Jun 07 12:40:57 PDT 2021","","","3ZAK8W07I5GWQX6KM30P51KL3E50UH","AXZEMSNUZON2T","Approved","Mon May 31 12:56:51 PDT 2021","Mon May 31 13:14:27 PDT 2021","Thu Jun 03 13:14:27 PDT 2021","Thu Jun 03 13:15:04 PDT 2021","","","1056","100% (76/76)","100% (76/76)","100% (76/76)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","good","Between Step 3 and Step 4","1","1","1","1","2","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
