"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.process_id","Input.process_name","Input.step_1","Input.step_10","Input.step_2","Input.step_3","Input.step_4","Input.step_5","Input.step_6","Input.step_7","Input.step_8","Input.step_9","Answer.10_0_familiar.on","Answer.10_0_missing","Answer.10_0_missing_position.label","Answer.10_0_s1","Answer.10_0_s10","Answer.10_0_s2","Answer.10_0_s3","Answer.10_0_s4","Answer.10_0_s5","Answer.10_0_s6","Answer.10_0_s7","Answer.10_0_s8","Answer.10_0_s9","Answer.10_10_familiar.on","Answer.10_10_missing","Answer.10_10_missing_position.label","Answer.10_10_s1","Answer.10_10_s10","Answer.10_10_s2","Answer.10_10_s3","Answer.10_10_s4","Answer.10_10_s5","Answer.10_10_s6","Answer.10_10_s7","Answer.10_10_s8","Answer.10_10_s9","Answer.10_11_familiar.on","Answer.10_11_missing","Answer.10_11_missing_position.label","Answer.10_11_s1","Answer.10_11_s10","Answer.10_11_s2","Answer.10_11_s3","Answer.10_11_s4","Answer.10_11_s5","Answer.10_11_s6","Answer.10_11_s7","Answer.10_11_s8","Answer.10_11_s9","Answer.10_12_familiar.on","Answer.10_12_missing","Answer.10_12_missing_position.label","Answer.10_12_s1","Answer.10_12_s10","Answer.10_12_s2","Answer.10_12_s3","Answer.10_12_s4","Answer.10_12_s5","Answer.10_12_s6","Answer.10_12_s7","Answer.10_12_s8","Answer.10_12_s9","Answer.10_13_familiar.on","Answer.10_13_missing","Answer.10_13_missing_position.label","Answer.10_13_s1","Answer.10_13_s10","Answer.10_13_s2","Answer.10_13_s3","Answer.10_13_s4","Answer.10_13_s5","Answer.10_13_s6","Answer.10_13_s7","Answer.10_13_s8","Answer.10_13_s9","Answer.10_14_familiar.on","Answer.10_14_missing","Answer.10_14_missing_position.label","Answer.10_14_s1","Answer.10_14_s10","Answer.10_14_s2","Answer.10_14_s3","Answer.10_14_s4","Answer.10_14_s5","Answer.10_14_s6","Answer.10_14_s7","Answer.10_14_s8","Answer.10_14_s9","Answer.10_1_familiar.on","Answer.10_1_missing","Answer.10_1_missing_position.label","Answer.10_1_s1","Answer.10_1_s10","Answer.10_1_s2","Answer.10_1_s3","Answer.10_1_s4","Answer.10_1_s5","Answer.10_1_s6","Answer.10_1_s7","Answer.10_1_s8","Answer.10_1_s9","Answer.10_2_familiar.on","Answer.10_2_missing","Answer.10_2_missing_position.label","Answer.10_2_s1","Answer.10_2_s10","Answer.10_2_s2","Answer.10_2_s3","Answer.10_2_s4","Answer.10_2_s5","Answer.10_2_s6","Answer.10_2_s7","Answer.10_2_s8","Answer.10_2_s9","Answer.10_3_familiar.on","Answer.10_3_missing","Answer.10_3_missing_position.label","Answer.10_3_s1","Answer.10_3_s10","Answer.10_3_s2","Answer.10_3_s3","Answer.10_3_s4","Answer.10_3_s5","Answer.10_3_s6","Answer.10_3_s7","Answer.10_3_s8","Answer.10_3_s9","Answer.10_4_familiar.on","Answer.10_4_missing","Answer.10_4_missing_position.label","Answer.10_4_s1","Answer.10_4_s10","Answer.10_4_s2","Answer.10_4_s3","Answer.10_4_s4","Answer.10_4_s5","Answer.10_4_s6","Answer.10_4_s7","Answer.10_4_s8","Answer.10_4_s9","Answer.10_5_familiar.on","Answer.10_5_missing","Answer.10_5_missing_position.label","Answer.10_5_s1","Answer.10_5_s10","Answer.10_5_s2","Answer.10_5_s3","Answer.10_5_s4","Answer.10_5_s5","Answer.10_5_s6","Answer.10_5_s7","Answer.10_5_s8","Answer.10_5_s9","Answer.10_6_familiar.on","Answer.10_6_missing","Answer.10_6_missing_position.label","Answer.10_6_s1","Answer.10_6_s10","Answer.10_6_s2","Answer.10_6_s3","Answer.10_6_s4","Answer.10_6_s5","Answer.10_6_s6","Answer.10_6_s7","Answer.10_6_s8","Answer.10_6_s9","Answer.10_7_familiar.on","Answer.10_7_missing","Answer.10_7_missing_position.label","Answer.10_7_s1","Answer.10_7_s10","Answer.10_7_s2","Answer.10_7_s3","Answer.10_7_s4","Answer.10_7_s5","Answer.10_7_s6","Answer.10_7_s7","Answer.10_7_s8","Answer.10_7_s9","Answer.10_8_familiar.on","Answer.10_8_missing","Answer.10_8_missing_position.label","Answer.10_8_s1","Answer.10_8_s10","Answer.10_8_s2","Answer.10_8_s3","Answer.10_8_s4","Answer.10_8_s5","Answer.10_8_s6","Answer.10_8_s7","Answer.10_8_s8","Answer.10_8_s9","Answer.10_9_familiar.on","Answer.10_9_missing","Answer.10_9_missing_position.label","Answer.10_9_s1","Answer.10_9_s10","Answer.10_9_s2","Answer.10_9_s3","Answer.10_9_s4","Answer.10_9_s5","Answer.10_9_s6","Answer.10_9_s7","Answer.10_9_s8","Answer.10_9_s9","Approve","Reject"
"3QE4DGPGBSDRXJPWVXT9O5DJBUCG4Q","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","30BUDKLTXEXEW8VZT9RWIEU943R5EB","AQ2BRBVLX3LW7","Submitted","Fri Jul 23 01:45:57 PDT 2021","Fri Jul 23 01:47:29 PDT 2021","Mon Jul 26 01:47:29 PDT 2021","","","","92","0% (0/0)","0% (0/0)","0% (0/0)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","first boil  freekeh in water","Before Step 1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QE4DGPGBSDRXJPWVXT9O5DJBUCG4Q","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","32EYX73OY1BKQRQJGGJ4PXL8I82RUI","A2PE5OYTZCN8J9","Submitted","Fri Jul 23 01:27:23 PDT 2021","Fri Jul 23 01:28:44 PDT 2021","Mon Jul 26 01:28:44 PDT 2021","","","","81","0% (0/0)","0% (0/0)","0% (0/0)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","FREEKEH PILAF","Between Step 3 and Step 4","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QE4DGPGBSDRXJPWVXT9O5DJBUCG4Q","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","3CPLWGV3MP11R1AOPY7WKHTK4Q59NN","A1Y9ZRLSVHCZCD","Submitted","Fri Jul 23 01:32:27 PDT 2021","Fri Jul 23 01:51:25 PDT 2021","Mon Jul 26 01:51:25 PDT 2021","","","","1138","0% (0/0)","0% (0/0)","0% (0/0)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","NO","Between Step 8 and Step 9","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QE4DGPGBSDRXJPWVXT9O5DJBUCG4Q","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","3TESA3PJ32CAG38I26W1COA4ZZ3MM0","A2ZJAQE1IFJRZF","Submitted","Fri Jul 23 01:35:30 PDT 2021","Fri Jul 23 01:46:51 PDT 2021","Mon Jul 26 01:46:51 PDT 2021","","","","681","0% (0/0)","0% (0/0)","0% (0/0)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","NO","N/A","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QE4DGPGBSDRXJPWVXT9O5DJBUCG4Q","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","3W92K5RLWVJVYJHLOZG6IIIV4XNV5Y","A3W064EF0LOKGE","Submitted","Fri Jul 23 01:31:23 PDT 2021","Fri Jul 23 02:07:09 PDT 2021","Mon Jul 26 02:07:09 PDT 2021","","","","2146","0% (0/0)","0% (0/0)","0% (0/0)","10_0","Cook Freekeh - Freekeh Pilaf","Sauté the onions","Serve with yogurt and pine nuts","Soak the freekeh in cold water","Drain the freekeh","Add the freekeh and spices to the onion"," Add the stock, salt, and pepper","Simmer for 15 minutes","Let stand"," Mix the yogurt, lemon juice, and garlic","Stir the herbs into the pilaf","true","no","Between Step 4 and Step 5","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30ZKOOGW2X89VTFAMFIXULVD1FQ1AN","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","39GHHAVOMGT4B5DRT5JDA21N9FZ4JX","A2WYAUHESLNGSF","Submitted","Fri Jul 23 02:02:22 PDT 2021","Fri Jul 23 02:11:14 PDT 2021","Mon Jul 26 02:11:14 PDT 2021","","","","532","0% (0/0)","0% (0/0)","0% (0/0)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","NO","Between Step 3 and Step 4","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30ZKOOGW2X89VTFAMFIXULVD1FQ1AN","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","3GU1KF0O4J3KIF1Y3XYKFCT5S57BPT","A17Y9UW18EFVTU","Submitted","Fri Jul 23 01:25:46 PDT 2021","Fri Jul 23 01:27:42 PDT 2021","Mon Jul 26 01:27:42 PDT 2021","","","","116","100% (1/1)","0% (0/0)","0% (0/0)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","A step between Step 4 and Step 5","Between Step 4 and Step 5","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30ZKOOGW2X89VTFAMFIXULVD1FQ1AN","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","3K4J6M3CXFV9MS37U081QSV79XBAG7","A1R212A30YI8P5","Submitted","Fri Jul 23 01:56:42 PDT 2021","Fri Jul 23 02:22:31 PDT 2021","Mon Jul 26 02:22:31 PDT 2021","","","","1549","0% (0/0)","0% (0/0)","0% (0/0)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","N/A","N/A","1","1","1","1","1","1","1","-1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30ZKOOGW2X89VTFAMFIXULVD1FQ1AN","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","3PPTZCWALRM10P5T9OTC1ZQIO5PQZH","A2OV8GQKII7WQX","Submitted","Fri Jul 23 01:50:25 PDT 2021","Fri Jul 23 01:52:06 PDT 2021","Mon Jul 26 01:52:06 PDT 2021","","","","101","0% (0/0)","0% (0/0)","0% (0/0)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","taste","Between Step 2 and Step 3","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30ZKOOGW2X89VTFAMFIXULVD1FQ1AN","3WDXCWYEATT1CJ20M27ZMN2WD02JY0","Select the essential step for completing a process","You will be asked to rate how essential (important) of each step form completing an overall process.","commonsense, event","$0.10","Fri Jul 23 01:24:32 PDT 2021","5","BatchId:4510987;OriginalHitTemplateId:920937340;","3600","259200","Fri Jul 30 01:24:32 PDT 2021","","","3UWN2HHPUZ7JWG6NY47N1CYAWEYNSG","A3L6N0GMA4MD6R","Submitted","Fri Jul 23 01:42:39 PDT 2021","Fri Jul 23 01:54:45 PDT 2021","Mon Jul 26 01:54:45 PDT 2021","","","","726","0% (0/0)","0% (0/0)","0% (0/0)","10_1","Change Your General Preferences on Safari - iOS","Tap the Settings app on your device"," Tap ""Clear History and Website Data"" to delete your browsing data"," Scroll down and tap ""Safari",""" Tap ""Search Engine"" to change your default search engine"," Tap ""Passwords"" to view your stored passwords"," Use the ""AutoFill"" menu to set your AutoFill settings"," Switch your Favorites folder with the ""Favorites"" option"," Choose how links are opened with ""Open Links",""" Turn on the pop-up blocker to prevent pop-ups"," Enable ""Do Not Track"" to help prevent websites from tracking your browsing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","N/A","N/A","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
